"Project:","SAEON","Sub Project:","St Francis Bay Long Term Research"			
251,2020-06-11,18:00:00,17.034
252,2020-06-11,19:00:00,17.082
253,2020-06-11,20:00:00,17.130
254,2020-06-11,21:00:00,17.082
255,2020-06-11,22:00:00,16.963
256,2020-06-11,23:00:00,16.844
257,2020-06-12,00:00:00,16.701
258,2020-06-12,01:00:00,16.701
259,2020-06-12,02:00:00,16.725
260,2020-06-12,03:00:00,16.749
261,2020-06-12,04:00:00,16.963
262,2020-06-12,05:00:00,16.915
263,2020-06-12,06:00:00,16.796
264,2020-06-12,07:00:00,16.820
265,2020-06-12,08:00:00,16.844
266,2020-06-12,09:00:00,16.868
267,2020-06-12,10:00:00,16.915
268,2020-06-12,11:00:00,16.939
269,2020-06-12,12:00:00,16.987
270,2020-06-12,13:00:00,17.011
271,2020-06-12,14:00:00,17.034
272,2020-06-12,15:00:00,17.058
273,2020-06-12,16:00:00,17.058
274,2020-06-12,17:00:00,17.034
275,2020-06-12,18:00:00,17.011
276,2020-06-12,19:00:00,16.963
277,2020-06-12,20:00:00,16.868
278,2020-06-12,21:00:00,16.820
279,2020-06-12,22:00:00,16.820
280,2020-06-12,23:00:00,16.773
281,2020-06-13,00:00:00,16.773
282,2020-06-13,01:00:00,16.773
283,2020-06-13,02:00:00,16.725
284,2020-06-13,03:00:00,16.677
285,2020-06-13,04:00:00,16.677
286,2020-06-13,05:00:00,16.654
287,2020-06-13,06:00:00,16.654
288,2020-06-13,07:00:00,16.654
289,2020-06-13,08:00:00,16.677
290,2020-06-13,09:00:00,16.654
291,2020-06-13,10:00:00,16.677
292,2020-06-13,11:00:00,16.987
293,2020-06-13,12:00:00,17.034
294,2020-06-13,13:00:00,17.344
295,2020-06-13,14:00:00,17.748
296,2020-06-13,15:00:00,17.891
297,2020-06-13,16:00:00,17.891
298,2020-06-13,17:00:00,17.962
299,2020-06-13,18:00:00,17.867
300,2020-06-13,19:00:00,17.867
301,2020-06-13,20:00:00,17.962
302,2020-06-13,21:00:00,17.986
303,2020-06-13,22:00:00,17.986
304,2020-06-13,23:00:00,18.010
305,2020-06-14,00:00:00,17.962
306,2020-06-14,01:00:00,17.986
307,2020-06-14,02:00:00,17.915
308,2020-06-14,03:00:00,17.938
309,2020-06-14,04:00:00,18.010
310,2020-06-14,05:00:00,17.986
311,2020-06-14,06:00:00,17.915
312,2020-06-14,07:00:00,17.938
313,2020-06-14,08:00:00,17.962
314,2020-06-14,09:00:00,17.986
315,2020-06-14,10:00:00,18.010
316,2020-06-14,11:00:00,17.915
317,2020-06-14,12:00:00,17.867
318,2020-06-14,13:00:00,17.796
319,2020-06-14,14:00:00,17.819
320,2020-06-14,15:00:00,17.819
321,2020-06-14,16:00:00,17.962
322,2020-06-14,17:00:00,17.891
323,2020-06-14,18:00:00,17.938
324,2020-06-14,19:00:00,17.867
325,2020-06-14,20:00:00,17.938
326,2020-06-14,21:00:00,17.796
327,2020-06-14,22:00:00,17.772
328,2020-06-14,23:00:00,17.748
329,2020-06-15,00:00:00,17.772
330,2020-06-15,01:00:00,17.724
331,2020-06-15,02:00:00,17.843
332,2020-06-15,03:00:00,17.843
333,2020-06-15,04:00:00,17.843
334,2020-06-15,05:00:00,17.819
335,2020-06-15,06:00:00,17.843
336,2020-06-15,07:00:00,17.867
337,2020-06-15,08:00:00,17.915
338,2020-06-15,09:00:00,17.891
339,2020-06-15,10:00:00,17.843
340,2020-06-15,11:00:00,17.819
341,2020-06-15,12:00:00,17.819
342,2020-06-15,13:00:00,17.772
343,2020-06-15,14:00:00,17.534
344,2020-06-15,15:00:00,17.130
345,2020-06-15,16:00:00,16.892
346,2020-06-15,17:00:00,16.892
347,2020-06-15,18:00:00,16.892
348,2020-06-15,19:00:00,16.939
349,2020-06-15,20:00:00,16.963
350,2020-06-15,21:00:00,16.868
351,2020-06-15,22:00:00,16.892
352,2020-06-15,23:00:00,16.915
353,2020-06-16,00:00:00,16.939
354,2020-06-16,01:00:00,16.963
355,2020-06-16,02:00:00,16.963
356,2020-06-16,03:00:00,17.058
357,2020-06-16,04:00:00,17.034
358,2020-06-16,05:00:00,17.177
359,2020-06-16,06:00:00,17.011
360,2020-06-16,07:00:00,17.011
361,2020-06-16,08:00:00,16.963
362,2020-06-16,09:00:00,17.011
363,2020-06-16,10:00:00,17.058
364,2020-06-16,11:00:00,17.153
365,2020-06-16,12:00:00,17.249
366,2020-06-16,13:00:00,17.249
367,2020-06-16,14:00:00,17.249
368,2020-06-16,15:00:00,17.249
369,2020-06-16,16:00:00,17.272
370,2020-06-16,17:00:00,17.272
371,2020-06-16,18:00:00,17.272
372,2020-06-16,19:00:00,17.249
373,2020-06-16,20:00:00,17.272
374,2020-06-16,21:00:00,17.272
375,2020-06-16,22:00:00,17.463
376,2020-06-16,23:00:00,17.534
377,2020-06-17,00:00:00,17.510
378,2020-06-17,01:00:00,17.605
379,2020-06-17,02:00:00,17.558
380,2020-06-17,03:00:00,17.558
381,2020-06-17,04:00:00,17.391
382,2020-06-17,05:00:00,17.177
383,2020-06-17,06:00:00,16.987
384,2020-06-17,07:00:00,16.892
385,2020-06-17,08:00:00,16.749
386,2020-06-17,09:00:00,16.630
387,2020-06-17,10:00:00,16.249
388,2020-06-17,11:00:00,15.867
389,2020-06-17,12:00:00,15.819
390,2020-06-17,13:00:00,15.629
391,2020-06-17,14:00:00,15.199
392,2020-06-17,15:00:00,15.031
393,2020-06-17,16:00:00,14.409
394,2020-06-17,17:00:00,15.438
395,2020-06-17,18:00:00,14.074
396,2020-06-17,19:00:00,15.461
397,2020-06-17,20:00:00,15.294
398,2020-06-17,21:00:00,13.473
399,2020-06-17,22:00:00,13.377
400,2020-06-17,23:00:00,13.257
401,2020-06-18,00:00:00,13.281
402,2020-06-18,01:00:00,13.161
403,2020-06-18,02:00:00,12.775
404,2020-06-18,03:00:00,12.703
405,2020-06-18,04:00:00,12.678
406,2020-06-18,05:00:00,12.606
407,2020-06-18,06:00:00,12.606
408,2020-06-18,07:00:00,12.461
409,2020-06-18,08:00:00,12.437
410,2020-06-18,09:00:00,12.437
411,2020-06-18,10:00:00,12.413
412,2020-06-18,11:00:00,12.364
413,2020-06-18,12:00:00,12.364
414,2020-06-18,13:00:00,12.340
415,2020-06-18,14:00:00,12.413
416,2020-06-18,15:00:00,12.364
417,2020-06-18,16:00:00,12.364
418,2020-06-18,17:00:00,12.389
419,2020-06-18,18:00:00,12.389
420,2020-06-18,19:00:00,12.413
421,2020-06-18,20:00:00,12.413
422,2020-06-18,21:00:00,12.364
423,2020-06-18,22:00:00,12.316
424,2020-06-18,23:00:00,12.316
425,2020-06-19,00:00:00,12.340
426,2020-06-19,01:00:00,12.413
427,2020-06-19,02:00:00,12.437
428,2020-06-19,03:00:00,12.437
429,2020-06-19,04:00:00,12.582
430,2020-06-19,05:00:00,12.678
431,2020-06-19,06:00:00,12.823
432,2020-06-19,07:00:00,13.161
433,2020-06-19,08:00:00,13.449
434,2020-06-19,09:00:00,14.290
435,2020-06-19,10:00:00,14.098
436,2020-06-19,11:00:00,14.577
437,2020-06-19,12:00:00,14.529
438,2020-06-19,13:00:00,14.170
439,2020-06-19,14:00:00,14.505
440,2020-06-19,15:00:00,14.697
441,2020-06-19,16:00:00,14.673
442,2020-06-19,17:00:00,14.888
443,2020-06-19,18:00:00,15.247
444,2020-06-19,19:00:00,15.485
445,2020-06-19,20:00:00,15.223
446,2020-06-19,21:00:00,15.605
447,2020-06-19,22:00:00,15.772
448,2020-06-19,23:00:00,15.796
449,2020-06-20,00:00:00,15.270
450,2020-06-20,01:00:00,15.485
451,2020-06-20,02:00:00,15.342
452,2020-06-20,03:00:00,15.031
453,2020-06-20,04:00:00,14.074
454,2020-06-20,05:00:00,14.816
455,2020-06-20,06:00:00,14.792
456,2020-06-20,07:00:00,14.936
457,2020-06-20,08:00:00,15.700
458,2020-06-20,09:00:00,14.745
459,2020-06-20,10:00:00,15.772
460,2020-06-20,11:00:00,14.888
461,2020-06-20,12:00:00,14.218
462,2020-06-20,13:00:00,13.882
463,2020-06-20,14:00:00,14.745
464,2020-06-20,15:00:00,14.337
465,2020-06-20,16:00:00,15.055
466,2020-06-20,17:00:00,13.810
467,2020-06-20,18:00:00,14.433
468,2020-06-20,19:00:00,14.816
469,2020-06-20,20:00:00,14.649
470,2020-06-20,21:00:00,14.697
471,2020-06-20,22:00:00,14.864
472,2020-06-20,23:00:00,14.625
473,2020-06-21,00:00:00,14.385
474,2020-06-21,01:00:00,14.266
475,2020-06-21,02:00:00,14.361
476,2020-06-21,03:00:00,14.529
477,2020-06-21,04:00:00,14.457
478,2020-06-21,05:00:00,13.858
479,2020-06-21,06:00:00,14.433
480,2020-06-21,07:00:00,14.577
481,2020-06-21,08:00:00,14.864
482,2020-06-21,09:00:00,14.912
483,2020-06-21,10:00:00,15.127
484,2020-06-21,11:00:00,15.366
485,2020-06-21,12:00:00,15.724
486,2020-06-21,13:00:00,15.294
487,2020-06-21,14:00:00,15.342
488,2020-06-21,15:00:00,15.247
489,2020-06-21,16:00:00,15.986
490,2020-06-21,17:00:00,16.415
491,2020-06-21,18:00:00,16.439
492,2020-06-21,19:00:00,16.558
493,2020-06-21,20:00:00,16.820
494,2020-06-21,21:00:00,16.820
495,2020-06-21,22:00:00,16.654
496,2020-06-21,23:00:00,16.725
497,2020-06-22,00:00:00,16.630
498,2020-06-22,01:00:00,16.773
499,2020-06-22,02:00:00,16.915
500,2020-06-22,03:00:00,15.366
501,2020-06-22,04:00:00,16.296
502,2020-06-22,05:00:00,16.439
503,2020-06-22,06:00:00,16.415
504,2020-06-22,07:00:00,16.392
505,2020-06-22,08:00:00,16.392
506,2020-06-22,09:00:00,16.225
507,2020-06-22,10:00:00,16.249
508,2020-06-22,11:00:00,16.153
509,2020-06-22,12:00:00,16.392
510,2020-06-22,13:00:00,16.320
511,2020-06-22,14:00:00,15.724
512,2020-06-22,15:00:00,16.272
513,2020-06-22,16:00:00,16.106
514,2020-06-22,17:00:00,16.249
515,2020-06-22,18:00:00,16.344
516,2020-06-22,19:00:00,16.534
517,2020-06-22,20:00:00,16.487
518,2020-06-22,21:00:00,15.939
519,2020-06-22,22:00:00,16.153
520,2020-06-22,23:00:00,15.724
521,2020-06-23,00:00:00,15.724
522,2020-06-23,01:00:00,15.652
523,2020-06-23,02:00:00,15.557
524,2020-06-23,03:00:00,15.986
525,2020-06-23,04:00:00,16.439
526,2020-06-23,05:00:00,16.606
527,2020-06-23,06:00:00,16.677
528,2020-06-23,07:00:00,16.725
529,2020-06-23,08:00:00,16.701
530,2020-06-23,09:00:00,16.677
531,2020-06-23,10:00:00,16.725
532,2020-06-23,11:00:00,16.558
533,2020-06-23,12:00:00,16.558
534,2020-06-23,13:00:00,16.582
535,2020-06-23,14:00:00,16.558
536,2020-06-23,15:00:00,16.511
537,2020-06-23,16:00:00,16.439
538,2020-06-23,17:00:00,16.344
539,2020-06-23,18:00:00,16.225
540,2020-06-23,19:00:00,16.344
541,2020-06-23,20:00:00,16.320
542,2020-06-23,21:00:00,16.439
543,2020-06-23,22:00:00,16.344
544,2020-06-23,23:00:00,16.392
545,2020-06-24,00:00:00,16.201
546,2020-06-24,01:00:00,16.296
547,2020-06-24,02:00:00,16.272
548,2020-06-24,03:00:00,16.344
549,2020-06-24,04:00:00,16.392
550,2020-06-24,05:00:00,16.296
551,2020-06-24,06:00:00,16.368
552,2020-06-24,07:00:00,16.177
553,2020-06-24,08:00:00,16.344
554,2020-06-24,09:00:00,16.511
555,2020-06-24,10:00:00,16.487
556,2020-06-24,11:00:00,16.487
557,2020-06-24,12:00:00,16.582
558,2020-06-24,13:00:00,16.654
559,2020-06-24,14:00:00,16.701
560,2020-06-24,15:00:00,16.749
561,2020-06-24,16:00:00,16.773
562,2020-06-24,17:00:00,16.820
563,2020-06-24,18:00:00,16.868
564,2020-06-24,19:00:00,16.868
565,2020-06-24,20:00:00,16.868
566,2020-06-24,21:00:00,16.844
567,2020-06-24,22:00:00,16.892
568,2020-06-24,23:00:00,16.915
569,2020-06-25,00:00:00,16.892
570,2020-06-25,01:00:00,16.915
571,2020-06-25,02:00:00,16.868
572,2020-06-25,03:00:00,16.939
573,2020-06-25,04:00:00,16.773
574,2020-06-25,05:00:00,16.677
575,2020-06-25,06:00:00,16.534
576,2020-06-25,07:00:00,16.582
577,2020-06-25,08:00:00,16.249
578,2020-06-25,09:00:00,16.415
579,2020-06-25,10:00:00,16.463
580,2020-06-25,11:00:00,16.511
581,2020-06-25,12:00:00,16.534
582,2020-06-25,13:00:00,16.534
583,2020-06-25,14:00:00,16.392
584,2020-06-25,15:00:00,16.320
585,2020-06-25,16:00:00,16.368
586,2020-06-25,17:00:00,16.129
587,2020-06-25,18:00:00,15.939
588,2020-06-25,19:00:00,16.034
589,2020-06-25,20:00:00,15.461
590,2020-06-25,21:00:00,16.272
591,2020-06-25,22:00:00,16.392
592,2020-06-25,23:00:00,16.415
593,2020-06-26,00:00:00,16.487
594,2020-06-26,01:00:00,15.055
595,2020-06-26,02:00:00,15.055
596,2020-06-26,03:00:00,15.390
597,2020-06-26,04:00:00,15.629
598,2020-06-26,05:00:00,15.605
599,2020-06-26,06:00:00,15.772
600,2020-06-26,07:00:00,16.106
601,2020-06-26,08:00:00,16.201
602,2020-06-26,09:00:00,16.320
603,2020-06-26,10:00:00,14.912
604,2020-06-26,11:00:00,14.984
605,2020-06-26,12:00:00,15.438
606,2020-06-26,13:00:00,16.392
607,2020-06-26,14:00:00,16.225
608,2020-06-26,15:00:00,15.008
609,2020-06-26,16:00:00,14.290
610,2020-06-26,17:00:00,15.366
611,2020-06-26,18:00:00,15.748
612,2020-06-26,19:00:00,15.772
613,2020-06-26,20:00:00,16.153
614,2020-06-26,21:00:00,16.415
615,2020-06-26,22:00:00,16.606
616,2020-06-26,23:00:00,16.701
617,2020-06-27,00:00:00,16.892
618,2020-06-27,01:00:00,16.987
619,2020-06-27,02:00:00,17.106
620,2020-06-27,03:00:00,17.034
621,2020-06-27,04:00:00,17.201
622,2020-06-27,05:00:00,17.296
623,2020-06-27,06:00:00,17.463
624,2020-06-27,07:00:00,17.558
625,2020-06-27,08:00:00,17.415
626,2020-06-27,09:00:00,17.629
627,2020-06-27,10:00:00,17.463
628,2020-06-27,11:00:00,17.510
629,2020-06-27,12:00:00,17.534
630,2020-06-27,13:00:00,16.010
631,2020-06-27,14:00:00,15.414
632,2020-06-27,15:00:00,15.294
633,2020-06-27,16:00:00,15.581
634,2020-06-27,17:00:00,15.796
635,2020-06-27,18:00:00,16.225
636,2020-06-27,19:00:00,16.439
637,2020-06-27,20:00:00,16.558
638,2020-06-27,21:00:00,16.630
639,2020-06-27,22:00:00,16.773
640,2020-06-27,23:00:00,17.368
641,2020-06-28,00:00:00,17.368
642,2020-06-28,01:00:00,17.130
643,2020-06-28,02:00:00,17.439
644,2020-06-28,03:00:00,17.249
645,2020-06-28,04:00:00,17.201
646,2020-06-28,05:00:00,17.130
647,2020-06-28,06:00:00,17.225
648,2020-06-28,07:00:00,17.368
649,2020-06-28,08:00:00,17.177
650,2020-06-28,09:00:00,17.153
651,2020-06-28,10:00:00,17.082
652,2020-06-28,11:00:00,17.153
653,2020-06-28,12:00:00,17.177
654,2020-06-28,13:00:00,17.272
655,2020-06-28,14:00:00,17.272
656,2020-06-28,15:00:00,17.368
657,2020-06-28,16:00:00,17.368
658,2020-06-28,17:00:00,17.344
659,2020-06-28,18:00:00,17.344
660,2020-06-28,19:00:00,17.296
661,2020-06-28,20:00:00,17.249
662,2020-06-28,21:00:00,17.249
663,2020-06-28,22:00:00,17.201
664,2020-06-28,23:00:00,17.153
665,2020-06-29,00:00:00,17.153
666,2020-06-29,01:00:00,17.153
667,2020-06-29,02:00:00,17.177
668,2020-06-29,03:00:00,17.177
669,2020-06-29,04:00:00,17.201
670,2020-06-29,05:00:00,17.225
671,2020-06-29,06:00:00,17.225
672,2020-06-29,07:00:00,17.225
673,2020-06-29,08:00:00,17.249
674,2020-06-29,09:00:00,17.249
675,2020-06-29,10:00:00,17.272
676,2020-06-29,11:00:00,17.272
677,2020-06-29,12:00:00,17.296
678,2020-06-29,13:00:00,17.296
679,2020-06-29,14:00:00,17.296
680,2020-06-29,15:00:00,17.272
681,2020-06-29,16:00:00,17.272
682,2020-06-29,17:00:00,17.296
683,2020-06-29,18:00:00,17.296
684,2020-06-29,19:00:00,17.296
685,2020-06-29,20:00:00,17.320
686,2020-06-29,21:00:00,17.320
687,2020-06-29,22:00:00,17.320
688,2020-06-29,23:00:00,17.320
689,2020-06-30,00:00:00,17.320
690,2020-06-30,01:00:00,17.296
691,2020-06-30,02:00:00,17.296
692,2020-06-30,03:00:00,17.296
693,2020-06-30,04:00:00,17.296
694,2020-06-30,05:00:00,17.296
695,2020-06-30,06:00:00,17.296
696,2020-06-30,07:00:00,17.296
697,2020-06-30,08:00:00,17.272
698,2020-06-30,09:00:00,17.272
699,2020-06-30,10:00:00,17.272
700,2020-06-30,11:00:00,17.272
701,2020-06-30,12:00:00,17.272
702,2020-06-30,13:00:00,17.249
703,2020-06-30,14:00:00,17.272
704,2020-06-30,15:00:00,17.272
705,2020-06-30,16:00:00,17.272
706,2020-06-30,17:00:00,17.272
707,2020-06-30,18:00:00,17.272
708,2020-06-30,19:00:00,17.249
709,2020-06-30,20:00:00,17.272
710,2020-06-30,21:00:00,17.249
711,2020-06-30,22:00:00,17.201
